age,annual_income,monthly_savings,emergency_fund,risk_appetite,investment_goal,existing_investment_pct,debt_allocation,equity_allocation,mutual_fund_allocation
35,1612218,27171,112662,Medium,Tax Saving,0.22,4.8,56.4,38.8
33,530933,11670,23340,Medium,Wealth Creation,0.08,15.2,65.87,18.93
23,493601,5501,11003,High,Wealth Creation,0.044,14.74,65.11,20.15
33,913535,13076,69905,High,Property Purchase,0.162,12.9,67.23,19.88
43,457974,7892,59676,Medium,Short-Term,0.115,13.22,31.53,55.25
35,2186438,36571,153445,High,Tax Saving,0.045,9.78,52.53,37.69
39,935481,15927,31855,Low,Retirement,0.128,31.46,44.59,23.95
30,833089,17841,35683,Low,Education,0.083,27.74,40.11,32.15
37,636618,13000,60351,Low,Education,0.008,36.01,34.94,29.06
34,363498,4526,9053,High,Property Purchase,0.069,14.41,66.0,19.59
24,389628,5633,11266,High,Wealth Creation,0.16,13.73,67.1,19.17
34,928081,12355,62766,High,Wealth Creation,0.117,15.98,63.98,20.04
24,826326,19166,44426,Low,Short-Term,0.058,33.42,28.26,38.31
26,686977,13230,44376,Low,Wealth Creation,0.098,18.15,58.48,23.36
33,970063,15171,33030,Medium,Emergency Fund,0.138,4.7,58.83,36.47
34,661253,8526,79705,Low,Property Purchase,0.162,24.59,47.63,27.78
22,689780,12232,24465,High,Emergency Fund,0.051,10.76,69.29,19.95
40,2338963,35692,71385,Low,Retirement,0.082,33.17,42.84,23.99
36,1319371,24079,160477,Medium,Emergency Fund,0.171,4.79,53.07,42.14
26,989928,20011,40023,Medium,Short-Term,0.167,4.55,34.82,60.62
19,527849,11744,140115,Medium,Wealth Creation,0.234,11.43,69.22,19.36
30,300000,6074,27568,Medium,Short-Term,0.137,4.6,34.15,61.25
28,353070,8566,53188,Medium,Tax Saving,0.074,4.58,58.05,37.37
32,1015080,12185,43625,High,Retirement,0.193,14.89,66.27,18.83
29,672945,12588,25176,Medium,Education,0.063,4.55,45.23,50.22
18,520802,11605,56639,Medium,Wealth Creation,0.1,12.79,67.93,19.28
28,1838314,29954,240666,High,Emergency Fund,0.061,13.09,67.24,19.67
29,1064950,10826,21652,High,Wealth Creation,0.032,11.22,66.7,22.08
37,1865964,28606,86417,High,Education,0.172,18.14,61.34,20.52
26,646037,14815,29630,High,Short-Term,0.142,22.81,45.04,32.15
45,668932,16001,84820,Low,Retirement,0.05,37.41,38.61,23.98
18,386350,5598,26474,Low,Wealth Creation,0.126,16.0,58.45,25.56
42,624570,9504,103255,Low,Short-Term,0.126,44.51,26.42,29.07
30,1796091,39843,79686,Medium,Education,0.053,4.46,47.27,48.27
38,1481321,21427,125055,Medium,Retirement,0.165,5.39,56.0,38.61
32,1046742,20887,93583,Medium,Education,0.191,4.56,45.74,49.7
41,2052850,28502,172405,Medium,Wealth Creation,0.123,17.12,63.45,19.42
28,300000,3942,7884,High,Short-Term,0.12,24.47,44.4,31.13
23,754669,10804,21609,Medium,Education,0.058,4.62,46.7,48.68
43,471019,5711,17539,Medium,Retirement,0.039,11.06,50.6,38.34
31,724144,14569,48978,Medium,Retirement,0.109,4.56,63.61,31.82
33,658820,6221,64544,Medium,Wealth Creation,0.177,13.73,64.71,21.56
41,1482882,20960,41920,Low,Short-Term,0.162,45.65,23.67,30.69
23,623371,12595,64320,Low,Wealth Creation,0.218,16.48,58.98,24.54
36,1947937,42573,85146,High,Short-Term,0.054,24.76,43.87,31.38
27,440444,10292,23840,High,Wealth Creation,0.195,11.14,68.11,20.75
30,1107278,14337,28675,Medium,Wealth Creation,0.156,13.57,65.9,20.52
32,842604,19289,88572,High,Wealth Creation,0.209,15.18,63.56,21.26
19,300000,6451,21042,Low,Retirement,0.073,19.95,54.56,25.49
25,342441,7600,29006,Medium,Tax Saving,0.084,4.68,59.76,35.55
42,932474,27398,54797,Low,Short-Term,0.026,46.45,24.09,29.46
39,1807294,33971,67943,Medium,Emergency Fund,0.194,5.2,53.87,40.93
31,974049,20082,40890,Low,Wealth Creation,0.169,17.37,57.72,24.91
33,396386,8522,43231,Medium,Retirement,0.156,4.81,62.47,32.72
29,635345,9175,51335,Medium,Retirement,0.064,4.83,66.16,29.01
42,3000000,84869,335651,Low,Tax Saving,0.116,26.04,36.5,37.47
30,758922,12019,66015,High,Education,0.214,21.27,59.85,18.88
33,654365,13409,26819,Medium,Short-Term,0.099,4.85,34.3,60.85
41,1315255,17974,76439,Low,Retirement,0.077,34.39,41.19,24.42
25,939924,9549,62038,High,Education,0.084,19.25,61.96,18.79
44,807529,18684,37369,Medium,Tax Saving,0.033,9.08,51.24,39.68
19,600139,12347,26650,Medium,Short-Term,0.065,4.48,35.0,60.52
45,883247,9684,23482,Low,Wealth Creation,0.052,24.64,45.85,29.52
29,1040022,18658,37317,Medium,Wealth Creation,0.119,12.94,67.93,19.13
30,776642,8885,17770,Medium,Emergency Fund,0.187,4.7,59.06,36.24
18,534133,7364,56436,Low,Retirement,0.177,20.73,55.48,23.78
28,417914,7633,37840,High,Short-Term,0.152,24.31,45.89,29.8
23,331148,3933,11967,Medium,Short-Term,0.11,4.42,33.16,62.42
27,1108305,14622,29244,Medium,Tax Saving,0.081,4.63,58.19,37.18
30,688924,14695,29390,Medium,Retirement,0.164,4.64,64.1,31.26
39,1117173,20093,40186,Low,Retirement,0.173,33.51,42.23,24.25
33,658601,17191,107495,Low,Wealth Creation,0.19,19.96,55.7,24.34
34,1391536,32019,282103,Medium,Tax Saving,0.131,4.67,56.45,38.88
23,368662,5782,45498,Low,Wealth Creation,0.05,16.88,59.81,23.32
24,529009,16113,32226,High,Education,0.04,20.44,59.07,20.49
46,1778421,46696,93392,Medium,Wealth Creation,0.069,14.92,57.52,27.56
26,1218811,23089,59835,High,Tax Saving,0.06,10.59,52.46,36.95
45,789665,11013,37668,Medium,Property Purchase,0.188,8.93,50.79,40.28
30,2273035,52830,203756,High,Short-Term,0.101,23.58,44.06,32.36
32,905627,19774,49150,Low,Short-Term,0.091,34.53,29.1,36.36
40,515640,8553,17107,Medium,Short-Term,0.123,9.95,32.38,57.67
42,1253325,22466,169901,Low,Property Purchase,0.094,29.77,41.39,28.84
31,578407,10672,48989,Low,Short-Term,0.146,36.11,28.55,35.35
28,872377,21802,64068,High,Wealth Creation,0.101,11.63,68.16,20.21
31,720060,17046,35493,Low,Short-Term,0.104,32.31,31.18,36.51
34,854850,16804,33608,Low,Retirement,0.158,23.84,50.69,25.47
39,537192,11350,107487,Medium,Emergency Fund,0.178,4.89,53.62,41.49
32,1359996,21596,43192,Low,Retirement,0.044,22.71,52.43,24.87
36,436657,5952,18584,Low,Tax Saving,0.131,21.22,40.54,38.23
45,554074,9320,74414,Low,Emergency Fund,0.023,30.62,40.21,29.18
35,1030014,27417,107142,Low,Retirement,0.07,28.3,47.11,24.59
34,2125184,25750,161693,High,Retirement,0.218,15.19,68.69,16.11
19,361134,7328,43173,Medium,Short-Term,0.171,4.61,34.03,61.35
18,609139,9118,60129,Medium,Wealth Creation,0.087,15.03,66.33,18.64
35,1575967,32101,481515,Low,Education,0.162,29.34,36.18,34.48
31,1191862,11510,69081,Low,Education,0.024,26.74,39.1,34.16
27,536833,7953,15906,Low,Wealth Creation,0.128,17.22,58.58,24.19
33,415035,7508,82593,Medium,Education,0.217,5.09,45.09,49.82
31,300000,3066,16284,High,Wealth Creation,0.252,14.09,65.85,20.06
41,833224,24330,146667,Medium,Property Purchase,0.175,5.97,55.08,38.95
32,1555619,38532,77065,High,Wealth Creation,0.075,14.14,65.7,20.16
26,305960,4312,13047,High,Wealth Creation,0.032,15.79,63.61,20.6
39,1443051,18061,155541,Low,Property Purchase,0.19,26.81,43.9,29.29
30,399548,4189,14653,Medium,Retirement,0.209,4.77,66.17,29.06
36,911511,14719,53158,Medium,Tax Saving,0.03,4.76,56.99,38.25
28,1000818,21118,162958,Medium,Wealth Creation,0.102,12.12,67.85,20.03
26,417413,6262,12525,High,Wealth Creation,0.033,12.51,66.44,21.05
32,849425,8748,17496,High,Wealth Creation,0.249,14.9,67.9,17.2
32,586653,10809,21618,Medium,Property Purchase,0.037,4.67,59.35,35.98
35,1291510,18139,62662,Medium,Wealth Creation,0.175,15.24,65.62,19.14
29,801855,13507,40642,Medium,Education,0.051,4.59,46.17,49.24
18,413794,6724,28765,Medium,Retirement,0.069,4.62,64.08,31.3
28,1689953,26958,53917,Low,Tax Saving,0.141,17.56,42.01,40.43
38,1352173,32922,94092,Medium,Retirement,0.114,5.07,57.48,37.45
29,456341,10845,24156,Low,Wealth Creation,0.251,17.64,59.68,22.68
30,665537,16648,128513,Medium,Emergency Fund,0.151,4.73,58.4,36.87
39,905104,16693,33387,Medium,Short-Term,0.053,8.48,34.62,56.9
26,637603,6881,18501,Medium,Retirement,0.142,4.66,63.61,31.74
19,2007702,38799,174798,Low,Wealth Creation,0.165,16.26,58.3,25.44
30,896774,22573,46457,High,Tax Saving,0.103,11.27,51.34,37.39
28,300000,6599,74757,Medium,Wealth Creation,0.116,12.75,64.95,22.29
24,401994,7722,45317,Medium,Wealth Creation,0.031,13.15,66.16,20.69
30,300000,7155,35090,Medium,Wealth Creation,0.153,12.23,64.79,22.98
35,696004,16072,73374,Medium,Wealth Creation,0.023,13.78,64.65,21.58
31,300000,7204,16126,High,Tax Saving,0.055,10.24,50.4,39.36
34,480968,8829,17659,Medium,Emergency Fund,0.165,4.77,57.26,37.96
46,446792,10350,39640,Low,Wealth Creation,0.107,25.65,44.62,29.73
29,858066,10767,36510,High,Education,0.106,18.89,60.27,20.84
34,805930,18290,36580,Low,Education,0.163,31.58,38.09,30.32
27,777365,13387,94752,Low,Retirement,0.124,21.12,54.64,24.24
25,545417,8651,36510,Medium,Wealth Creation,0.144,11.1,66.31,22.6
27,300000,4368,8736,Low,Short-Term,0.027,36.02,28.31,35.66
28,890336,10993,39249,Medium,Emergency Fund,0.135,4.82,59.95,35.23
34,2604373,36155,126840,Medium,Retirement,0.089,4.87,63.29,31.84
50,1533954,34601,124265,Medium,Retirement,0.037,19.95,44.84,35.21
26,469951,12329,24658,Medium,Emergency Fund,0.118,4.75,58.79,36.46
28,300000,4984,17107,Medium,Wealth Creation,0.088,12.86,67.52,19.62
31,427629,4997,11523,Medium,Wealth Creation,0.081,12.07,65.31,22.61
35,1088152,22542,45084,Low,Education,0.217,33.06,35.1,31.83
34,1528228,26243,52487,High,Education,0.114,20.22,61.44,18.34
42,1177408,13236,86507,Low,Tax Saving,0.151,27.16,36.51,36.32
18,646386,10659,132770,Medium,Wealth Creation,0.206,14.22,65.76,20.02
18,611595,14897,136424,Low,Wealth Creation,0.118,19.55,57.77,22.68
28,881972,12529,25058,High,Retirement,0.084,13.75,66.24,20.01
40,653050,13813,99222,Low,Retirement,0.031,35.75,41.26,22.99
19,484923,7188,19995,Low,Tax Saving,0.145,17.16,42.93,39.9
18,300000,6382,12764,Medium,Tax Saving,0.094,4.56,57.55,37.88
36,873320,20692,49118,High,Retirement,0.099,14.98,63.96,21.07
33,974128,18057,64596,Medium,Retirement,0.152,4.58,62.86,32.56
23,1456563,16047,65505,High,Retirement,0.1,13.87,64.97,21.16
24,300000,6854,27460,High,Education,0.148,18.75,59.33,21.92
24,742308,15489,30979,Medium,Short-Term,0.165,4.71,34.65,60.63
32,1877816,49550,104612,High,Retirement,0.075,13.27,66.95,19.78
26,984997,12487,53707,Low,Education,0.142,26.21,40.21,33.57
35,1399130,26284,52568,High,Tax Saving,0.139,9.95,49.35,40.69
18,569114,16609,33219,High,Education,0.103,18.85,61.49,19.65
25,1261003,17934,35868,High,Wealth Creation,0.015,14.55,65.66,19.8
22,300000,3623,7247,Low,Education,0.029,26.42,39.95,33.63
29,304207,6024,12049,Low,Property Purchase,0.187,21.03,49.1,29.87
27,639953,13044,60889,Medium,Education,0.14,4.58,45.73,49.69
38,300000,4369,10712,Medium,Wealth Creation,0.167,14.5,65.85,19.65
18,837023,20166,65597,Low,Wealth Creation,0.109,16.32,56.94,26.74
32,1579021,29496,112511,High,Retirement,0.065,13.87,66.82,19.31
36,664383,12998,25997,Medium,Short-Term,0.093,6.82,33.7,59.48
46,897674,17826,222089,Medium,Tax Saving,0.073,11.07,50.38,38.55
28,625880,12505,27720,Medium,Short-Term,0.166,4.56,35.88,59.56
34,840727,19830,54420,Medium,Retirement,0.102,4.8,63.23,31.97
18,431716,9456,18912,Medium,Education,0.192,4.58,46.76,48.67
18,559142,6009,63178,High,Wealth Creation,0.147,12.93,65.57,21.5
38,828536,12256,117113,Medium,Wealth Creation,0.063,15.69,64.63,19.67
31,1318836,28429,56859,Medium,Emergency Fund,0.181,4.66,56.37,38.97
41,1288099,20816,41633,Medium,Retirement,0.047,7.84,53.24,38.92
21,330236,5257,12473,High,Wealth Creation,0.114,10.66,69.68,19.66
36,1902598,44882,276226,Low,Short-Term,0.056,41.4,26.34,32.26
46,497444,7721,23392,High,Education,0.161,20.9,54.13,24.97
35,789076,13442,88565,Medium,Emergency Fund,0.095,4.77,55.93,39.29
34,1438542,25762,126041,Medium,Retirement,0.172,4.97,62.7,32.33
32,487118,9594,19753,Low,Retirement,0.178,19.42,52.87,27.71
19,524775,14599,146489,High,Short-Term,0.093,24.56,44.16,31.28
42,1414673,28814,57629,Medium,Wealth Creation,0.172,15.21,63.83,20.97
27,374635,6390,79334,High,Wealth Creation,0.227,13.46,66.39,20.16
36,814687,11073,22146,Medium,Retirement,0.151,4.81,57.48,37.71
19,398190,7907,38445,High,Wealth Creation,0.037,15.18,63.56,21.26
22,369219,5713,25735,High,Short-Term,0.02,20.87,46.34,32.78
43,3000000,44771,89542,Medium,Education,0.195,10.14,41.83,48.04
29,430532,11196,39578,Medium,Short-Term,0.135,4.67,33.44,61.89
43,1901814,31994,106084,Low,Emergency Fund,0.069,30.34,39.59,30.07
31,580163,17605,111605,Medium,Education,0.052,4.71,46.23,49.06
18,300000,8014,72091,Low,Wealth Creation,0.064,16.05,60.04,23.91
39,987489,14705,39895,High,Wealth Creation,0.195,14.58,66.63,18.79
27,932976,22716,87480,High,Short-Term,0.268,23.63,45.5,30.87
37,1545700,25746,85647,Low,Wealth Creation,0.228,21.35,51.59,27.07
32,1927796,22916,45832,Low,Retirement,0.063,23.51,53.41,23.07
19,2583875,43031,197194,High,Education,0.113,19.71,59.48,20.81
33,909832,23727,310783,Medium,Wealth Creation,0.121,14.79,65.01,20.2
49,798886,11461,38355,Medium,Retirement,0.143,17.67,47.12,35.21
35,1113551,18086,36172,Medium,Wealth Creation,0.178,13.82,66.6,19.57
31,629476,11769,61208,Medium,Retirement,0.183,4.55,62.97,32.48
40,1682067,36997,97697,Medium,Property Purchase,0.105,6.88,54.52,38.6
33,363737,4467,32094,Medium,Property Purchase,0.095,4.67,56.52,38.8
33,3000000,68544,238534,Low,Tax Saving,0.061,18.31,40.93,40.75
23,888612,12679,34008,Medium,Short-Term,0.18,4.47,33.08,62.45
33,300000,7638,15277,Medium,Retirement,0.264,4.67,61.94,33.4
40,625454,13567,27134,Low,Retirement,0.03,34.75,41.56,23.7
25,950959,23880,73643,High,Wealth Creation,0.022,14.93,66.98,18.1
43,2096166,31360,100446,Low,Wealth Creation,0.039,24.6,47.55,27.85
31,341030,5891,16508,High,Wealth Creation,0.139,12.03,67.3,20.66
24,878076,17219,34439,Medium,Short-Term,0.2,4.57,33.5,61.94
39,300000,7085,14171,Medium,Wealth Creation,0.117,15.01,64.94,20.05
29,656492,11537,32383,High,Tax Saving,0.039,12.1,49.49,38.42
38,1757653,42971,329285,Medium,Short-Term,0.09,9.45,33.3,57.26
29,496790,6540,26783,Medium,Wealth Creation,0.122,13.2,67.32,19.48
31,300000,4878,37164,Low,Retirement,0.112,23.03,52.3,24.67
35,926532,17407,34814,Medium,Retirement,0.144,5.0,56.86,38.14
34,562253,9391,33142,Medium,Tax Saving,0.084,4.88,56.2,38.92
18,583590,6228,24501,Medium,Wealth Creation,0.076,11.3,66.72,21.98
23,309089,4348,39089,Medium,Retirement,0.107,4.72,63.51,31.78
39,588694,8685,41976,High,Emergency Fund,0.225,14.13,65.08,20.79
30,300000,5812,64287,High,Retirement,0.005,14.07,65.46,20.47
27,714519,12142,57705,Low,Retirement,0.07,21.61,52.74,25.65
21,434269,8368,16736,High,Wealth Creation,0.17,13.42,66.49,20.1
23,300000,4217,20696,High,Education,0.107,20.05,60.56,19.39
18,449323,9757,74948,Medium,Wealth Creation,0.117,12.98,66.38,20.64
31,1351453,17174,39980,Low,Tax Saving,0.183,19.5,43.31,37.2
27,553839,12877,66547,High,Wealth Creation,0.14,14.04,67.61,18.36
24,653861,18180,73873,High,Wealth Creation,0.159,15.89,66.06,18.06
31,867596,21053,65585,Low,Retirement,0.142,21.93,53.59,24.48
34,399457,5322,12447,Medium,Retirement,0.099,4.87,64.16,30.97
48,3000000,56191,112382,Medium,Wealth Creation,0.083,12.5,57.99,29.51
19,337458,8140,34384,High,Short-Term,0.22,24.06,45.31,30.64
41,1455543,25908,55485,Low,Retirement,0.053,34.55,42.29,23.16
39,1498638,43704,402226,Medium,Short-Term,0.128,7.65,32.07,60.29
25,546441,9774,75235,Medium,Short-Term,0.052,4.49,34.93,60.57
33,1137887,27307,54615,Medium,Wealth Creation,0.202,12.38,68.4,19.22
28,763120,11961,23923,High,Tax Saving,0.126,11.83,51.4,36.77
33,336238,7346,18219,Medium,Tax Saving,0.196,4.59,56.86,38.55
44,861710,13262,26524,Low,Emergency Fund,0.19,31.16,38.8,30.05
36,603201,10122,31107,Medium,Short-Term,0.076,4.99,35.09,59.92
36,645621,15222,94958,Low,Tax Saving,0.157,22.14,38.24,39.62
28,303623,2841,11878,Medium,Short-Term,0.105,4.43,34.36,61.21
20,890843,10562,21124,Medium,Short-Term,0.084,4.47,34.7,60.82
30,1852094,21501,43002,High,Emergency Fund,0.136,12.53,64.83,22.64
41,1782622,47682,191926,Medium,Short-Term,0.109,10.82,32.41,56.77
19,952811,12849,61242,Medium,Wealth Creation,0.173,12.27,66.67,21.06
23,438299,13763,51146,High,Property Purchase,0.085,13.73,69.01,17.26
33,529236,6000,22773,Low,Retirement,0.075,23.18,49.4,27.41
24,346655,3520,21143,Medium,Short-Term,0.017,4.54,34.7,60.76
25,870521,12613,140852,High,Retirement,0.078,12.24,66.59,21.17
28,762380,13013,48413,Medium,Wealth Creation,0.148,13.87,64.54,21.59
21,455285,10686,39278,High,Emergency Fund,0.075,8.66,69.2,22.15
24,1207580,17329,34659,High,Education,0.042,18.79,61.41,19.8
37,1135645,29257,58514,Medium,Tax Saving,0.087,5.1,56.19,38.7
21,300000,7153,44771,Medium,Short-Term,0.086,4.51,35.2,60.29
19,300000,4883,23242,Low,Education,0.056,26.9,40.26,32.85
26,939491,20447,49977,High,Education,0.099,19.57,61.16,19.28
37,1674745,26147,195649,Low,Retirement,0.22,30.14,45.45,24.41
30,989440,14926,29852,Medium,Wealth Creation,0.091,12.54,68.53,18.93
28,2050717,46277,118697,Medium,Tax Saving,0.107,4.61,58.25,37.14
32,2024012,31786,92674,Low,Wealth Creation,0.159,17.16,58.19,24.66
18,522293,11573,82714,Medium,Tax Saving,0.112,4.65,59.24,36.11
35,513290,9625,28334,Low,Education,0.149,33.1,35.45,31.45
35,376694,9047,86972,High,Education,0.129,17.85,62.58,19.57
28,529570,10475,54331,High,Wealth Creation,0.058,14.5,64.21,21.28
40,1494633,34479,76528,Medium,Retirement,0.167,8.51,53.59,37.9
22,1569378,26732,105557,Medium,Wealth Creation,0.046,12.61,66.98,20.4
41,1253258,31968,63937,Low,Wealth Creation,0.057,22.42,50.2,27.38
33,1574478,22078,47389,High,Emergency Fund,0.245,14.89,66.53,18.58
29,589252,12977,54055,Low,Wealth Creation,0.12,17.94,58.72,23.34
31,1084008,12018,24036,Low,Short-Term,0.034,34.22,29.69,36.09
31,1194002,25835,51671,Medium,Short-Term,0.021,4.51,35.43,60.07
41,303092,6732,57669,Low,Property Purchase,0.077,28.87,42.07,29.07
23,417204,11707,130070,Low,Tax Saving,0.241,17.33,44.18,38.49
25,1056342,22677,95940,Low,Short-Term,0.19,33.92,31.79,34.29
40,1128626,14936,40865,High,Emergency Fund,0.077,11.15,66.39,22.46
27,307731,5944,11888,High,Education,0.068,18.36,59.61,22.03
39,300000,4297,8594,Medium,Wealth Creation,0.073,16.65,63.73,19.62
45,875120,12472,24944,Low,Tax Saving,0.154,25.23,35.1,39.67
28,641487,11163,22327,Medium,Education,0.187,4.49,46.71,48.8
37,521479,4653,16388,Medium,Education,0.132,5.01,43.88,51.1
22,565810,15004,66595,High,Education,0.132,18.48,61.0,20.52
38,1220820,23858,79794,High,Wealth Creation,0.127,14.32,65.16,20.51
33,1181215,15598,47626,Low,Wealth Creation,0.041,19.78,55.64,24.58
35,300000,4601,9203,Low,Wealth Creation,0.228,19.42,54.84,25.74
26,300000,5312,22604,Medium,Education,0.086,4.54,47.86,47.6
18,347995,4912,14057,High,Short-Term,0.155,24.71,45.56,29.73
36,1199074,17029,34059,Medium,Retirement,0.198,4.91,57.37,37.72
18,536466,9567,19134,High,Wealth Creation,0.092,14.49,64.57,20.94
29,911208,23314,173173,Medium,Education,0.14,4.56,46.39,49.05
39,745422,18321,54165,High,Short-Term,0.071,22.52,46.68,30.79
33,647681,13868,55465,Medium,Education,0.207,4.7,44.87,50.43
47,736195,9531,31459,Low,Wealth Creation,0.041,24.11,45.17,30.72
40,1514212,23694,47388,Medium,Retirement,0.064,9.28,51.71,39.01
26,356440,7726,58453,High,Wealth Creation,0.092,14.48,64.58,20.94
32,1258092,17619,81115,Low,Emergency Fund,0.098,21.59,47.66,30.75
31,838884,17462,43571,Medium,Wealth Creation,0.119,11.58,68.39,20.02
19,422003,4189,24600,Medium,Wealth Creation,0.137,13.55,66.7,19.75
24,378923,7645,15291,High,Tax Saving,0.133,7.55,53.62,38.83
27,300000,8098,34696,Low,Wealth Creation,0.204,18.85,55.16,25.99
18,300000,7531,31371,Low,Wealth Creation,0.025,17.99,58.61,23.4
32,623067,15810,83122,Medium,Wealth Creation,0.048,13.89,66.42,19.7
30,300000,6602,31539,Medium,Tax Saving,0.234,4.58,57.28,38.15
18,369030,7130,14260,Medium,Education,0.031,4.37,46.43,49.2
35,1446720,40967,81934,High,Property Purchase,0.081,13.66,68.27,18.07
37,1255278,17934,35869,Low,Education,0.234,32.74,36.64,30.63
33,590594,12540,30243,Medium,Wealth Creation,0.131,10.59,68.39,21.02
29,704756,16311,62014,Medium,Wealth Creation,0.098,16.78,64.13,19.1
36,621928,9181,21699,Low,Emergency Fund,0.103,25.38,45.43,29.19
37,968766,17019,119744,Low,Tax Saving,0.103,22.14,37.93,39.93
34,2044534,36508,214125,High,Tax Saving,0.124,10.53,51.1,38.37
25,1046120,25743,70906,Medium,Education,0.181,4.61,48.29,47.1
34,1100716,19042,158063,High,Emergency Fund,0.088,10.53,68.43,21.04
41,735875,11894,112459,Low,Education,0.174,35.05,33.52,31.43
27,989057,23339,153146,High,Education,0.183,22.83,58.78,18.39
48,425081,11355,100625,Medium,Wealth Creation,0.179,16.35,56.62,27.04
27,554264,15054,43301,Medium,Wealth Creation,0.12,12.42,68.4,19.18
32,1073741,12882,25764,Medium,Short-Term,0.083,4.61,34.74,60.64
26,959768,22077,331160,High,Education,0.099,18.91,59.01,22.09
33,1187775,13726,49131,Low,Retirement,0.045,24.59,49.05,26.36
18,479260,11975,32255,Medium,Retirement,0.116,4.54,64.79,30.66
27,569790,15214,53148,High,Short-Term,0.162,23.35,44.66,31.99
23,734089,13001,26003,Medium,Retirement,0.074,4.52,64.3,31.17
33,438697,5341,24003,Medium,Wealth Creation,0.178,12.54,68.43,19.04
39,571626,12877,55242,Medium,Property Purchase,0.185,5.03,54.89,40.07
37,912378,9747,57168,Medium,Tax Saving,0.085,5.01,56.55,38.45
18,443804,5075,61599,High,Wealth Creation,0.1,13.56,67.19,19.25
48,387392,9387,24621,Medium,Retirement,0.061,15.38,47.67,36.96
34,1063112,13238,26476,High,Emergency Fund,0.112,14.59,65.27,20.14
